symbol,price,price_change,price_percent_change
WTF,18.96,14.96,374.0
NMAX,230.0,146.49,175.42
ICCT,4.62,2.38,106.25
GATE,36.05,16.44,83.83
QSG,6.54,2.52,62.69
NUTX,70.9,23.87,50.75
CRWV,52.99,15.91,42.91
SONM,2.96,0.82,38.32
LSE,5.8,1.32,29.46
CSAI,5.69,1.25,28.15
NXU,3.42,0.75,28.09
LXEH,24.52,5.16,26.61
EHLD,5.74,0.96,20.04
PVH,76.37,11.73,18.15
ALMS,7.22,1.08,17.59
HSAI,17.36,2.56,17.3
LGPS,3.43,0.47,15.88
OZ,74.0,9.5,14.73
HUT,13.32,1.7,14.63
OCG,3.31,0.42,14.53
ELVA,2.63,0.32,13.85
ALTS,4.41,0.53,13.66
APLM,7.0,0.8,12.9
CLSK,7.56,0.83,12.43
PN,3.9,0.43,12.39
PRGS,57.88,6.37,12.36
ZYXI,2.46,0.27,12.05
LICN,4.29,0.44,11.43
RUN,6.5,0.64,10.84
QVCGB,7.34,0.7,10.54
CORZ,7.99,0.75,10.36
BNGO,3.08,0.29,10.39
CLPT,13.12,1.23,10.34
ENGS,4.95,0.45,10.0
TRVG,4.5,0.4,9.76
VTSI,4.46,0.39,9.58
CRVO,10.02,0.87,9.51
UPB,6.69,0.57,9.31
AARD,8.2,0.69,9.25
XGN,3.92,0.33,9.19
NOTV,2.41,0.2,9.05
IREN,6.64,0.55,8.95
BTMD,3.63,0.3,9.01
RUM,7.7,0.63,8.91
KNOP,7.59,0.61,8.74
JVA,3.86,0.31,8.73
BE,21.34,1.69,8.57
RCAT,6.39,0.51,8.67
BZAI,2.19,0.17,8.42
APLD,6.09,0.47,8.36
WNS,66.54,5.05,8.22
SURG,2.24,0.17,8.21
XELB,3.05,0.23,8.16
PRTH,7.37,0.56,8.14
SNBR,6.86,0.52,8.12
LFVN,15.76,1.18,8.09
LUD,3.9,0.29,8.04
MNDY,262.65,19.49,8.02
AIRJ,4.97,0.36,7.81
BLUE,5.24,0.36,7.38
MXL,11.66,0.8,7.32
FWRG,17.86,1.21,7.27
BLMN,7.68,0.52,7.18
CIFR,2.46,0.17,7.17
NBIS,22.62,1.51,7.15
AEHR,7.81,0.52,7.13
MDCX,3.98,0.27,7.12
DSP,13.28,0.88,7.05
BLND,3.58,0.23,7.01
MNTK,2.24,0.14,6.94
HCM,16.08,1.04,6.89
USAR,6.34,0.4,6.73
RIVN,13.28,0.83,6.71
NPCE,13.1,0.81,6.59
BLBX,3.62,0.22,6.47
APP,282.04,17.07,6.44
OS,22.7,1.36,6.37
ALTI,3.23,0.19,6.25
MSTR,306.08,17.8,6.18
BBW,39.43,2.26,6.08
RIOT,7.55,0.43,6.04
WHLR,3.35,0.19,6.01
MWYN,4.42,0.25,6.0
KGEI,8.89,0.5,5.96
EOSE,4.0,0.23,5.95
EWCZ,4.18,0.23,5.82
ZIM,15.44,0.85,5.86
YRD,7.28,0.4,5.81
DAKT,12.88,0.7,5.79
LAES,2.75,0.15,5.77
PLUT,2.75,0.15,5.77
BTBT,2.13,0.12,5.69
CBRL,41.02,2.2,5.67
ACDC,8.02,0.43,5.67
DOOO,35.72,1.92,5.66
BMGL,5.15,0.27,5.53
DUOL,327.65,17.11,5.51
SKBL,11.0,0.57,5.47
ICCC,5.05,0.26,5.43
BKKT,9.14,0.47,5.42
