symbol,price,price_change,price_percent_change
LUCY,4.95,2.5,102.04
JNVR,44.97,17.59,64.24
BNGO,4.4,1.32,42.86
ATHR,5.75,1.45,33.72
AREB,7.25,1.67,29.93
SXTP,3.1,0.6,24.0
JUNE,10.01,1.69,20.37
GNFT,3.26,0.55,20.07
KROS,12.24,1.91,18.49
VGAS,3.82,0.56,17.18
BAOS,2.47,0.36,17.06
USAU,10.02,1.44,16.78
LOVE,18.49,2.56,16.07
USAR,8.49,1.12,15.2
UAMY,2.55,0.31,13.84
MIMI,4.19,0.49,13.24
NEOG,5.63,0.61,12.15
CLIK,3.05,0.31,11.31
TCRT,2.86,0.29,11.28
HMY,16.12,1.55,10.64
NUTX,114.75,10.96,10.56
SMMT,20.15,1.92,10.53
MAXN,3.28,0.31,10.44
SKE,10.15,0.89,9.61
BYRN,18.08,1.5,9.05
ASPI,5.44,0.45,9.02
KPLT,8.48,0.7,9.0
BIOA,3.43,0.28,8.89
GFI,23.4,1.85,8.58
FSM,6.23,0.48,8.35
OLMA,3.41,0.26,8.25
MTEN,4.5,0.34,8.17
CERT,10.51,0.78,8.02
MRT,2.86,0.21,7.92
YSXT,3.41,0.25,7.91
DNA,7.3,0.52,7.67
UPC,3.53,0.25,7.62
DRD,15.25,1.08,7.62
ICCT,3.97,0.28,7.59
SATL,3.78,0.26,7.39
SBC,3.4,0.23,7.26
ARQQ,14.37,0.94,7.0
PSMT,91.76,5.97,6.96
OR,21.81,1.4,6.86
CTGO,10.9,0.69,6.76
TOPW,2.37,0.15,6.76
ALHC,19.78,1.24,6.69
AU,38.85,2.43,6.67
ORLA,9.88,0.6,6.47
HRTG,16.13,0.97,6.4
RAY,2.35,0.14,6.33
BLTE,58.52,3.42,6.21
LIPO,2.4,0.14,6.19
AGL,5.5,0.32,6.18
GSIT,2.5,0.14,6.14
VOXR,2.94,0.17,6.14
CYBN,5.74,0.32,5.9
IAG,6.88,0.37,5.68
BTG,3.06,0.16,5.52
AEM,111.55,5.75,5.43
AGI,27.97,1.43,5.39
ARMN,5.14,0.26,5.33
EGO,18.0,0.91,5.32
MAMO,2.58,0.13,5.31
VMAR,5.79,0.29,5.27
LI,22.25,1.11,5.25
KGC,13.69,0.67,5.15
SAND,7.6,0.37,5.12
SKGR,12.02,0.58,5.07
EYPT,4.8,0.23,5.03
GDS,20.39,0.96,4.94
MCRP,2.55,0.12,4.94
NGD,3.4,0.16,4.94
CJMB,4.09,0.19,4.87
FNV,157.48,7.26,4.83
IDR,16.51,0.76,4.83
TDUP,3.3,0.15,4.76
API,3.14,0.14,4.67
JZXN,4.99,0.22,4.61
NEM,50.94,2.19,4.49
RYET,4.43,0.19,4.48
WKSP,3.28,0.14,4.46
ACT,34.84,1.47,4.41
WPM,77.9,3.28,4.4
PDEX,61.1,2.47,4.21
SA,11.16,0.45,4.2
JXG,2.26,0.09,4.15
MTA,3.02,0.12,4.14
DC,2.77,0.11,4.14
RRGB,3.06,0.12,4.08
YALA,5.38,0.21,4.06
RAIN,2.45,0.1,4.03
BJDX,2.58,0.1,4.03
EUDA,3.65,0.14,3.99
ASND,143.33,5.49,3.98
RGLD,170.97,6.43,3.91
AENT,2.96,0.11,3.86
MUX,7.57,0.28,3.84
EQX,6.49,0.24,3.84
CGAU,6.25,0.23,3.82
